Transaction ID,Stage,Entity,Timestamp,RFID ID,GPS Latitude,GPS Longitude,Temperature,Humidity,Route ID,Speed,Delivery Status,Risk Factor,Delay Time,Cost,Disruption Type
TXN_1,Warehouse,Carrier B,2024-04-07 11:52:52.342727,RFID_100,35.9256646441931,-78.69147158132047,25.27163473940041,60.03971147985149,Route_1,45.42719682496979,In Transit,Traffic,1.8623738269865981,374.120565776328,Weather
TXN_2,Retailer,Warehouse C,2024-11-29 11:52:52.342727,RFID_101,37.70950473689179,-78.76510600464,30.850662873611753,76.38026305099905,Route_2,52.60920934375193,In Transit,Equipment Failure,8.965081355094208,359.2773519859075,Traffic Jam
TXN_3,Manufacturing,Supplier A,2024-03-08 11:52:52.342727,RFID_102,39.36472917938204,-75.46872709739482,6.271055445662453,73.21126508531114,Route_3,86.90926538819623,In Transit,Weather,39.899798644317244,93.08938939851095,Equipment Failure
TXN_4,Warehouse,Supplier A,2024-04-17 11:52:52.342727,RFID_103,38.66112443204781,-78.75226900075246,23.11933448231495,30.77299332856416,Route_4,40.60039474539029,In Transit,Equipment Failure,36.80488110424012,465.15758220761,Strike
TXN_5,Warehouse,Supplier A,2024-03-17 11:52:52.342727,RFID_104,39.03280573930725,-78.64025136935685,20.72856924146869,30.447462881903174,Route_5,88.26847163309542,In Transit,Traffic,16.830849189943052,305.81249097056883,Weather
TXN_6,Retailer,Supplier A,2024-07-11 11:52:52.342727,RFID_105,38.29391683355359,-76.20300868791018,32.4773669554722,38.77220574214393,Route_6,17.932098787902234,In Transit,Human Error,18.0869101331622,213.6764845110579,Weather
TXN_7,Manufacturing,Retailer D,2024-05-02 11:52:52.342727,RFID_106,38.461382822589265,-77.7513007877473,35.77391772165672,45.275230843872606,Route_7,79.91185934877677,Delivered,Equipment Failure,25.610612810571816,390.442362572888,Weather
TXN_8,Manufacturing,Supplier A,2024-05-17 11:52:52.342727,RFID_107,39.24597825782659,-76.1164472152241,-4.452945283517594,48.59189069859379,Route_8,86.27928697492626,Delivered,Weather,0.011568224886458367,165.81445628073533,Equipment Failure
TXN_9,Warehouse,Retailer D,2024-09-24 11:52:52.342727,RFID_108,36.24834004429593,-79.67316921217807,25.33089635764567,67.57880517833416,Route_9,26.36358875536049,In Transit,Human Error,11.579728129825337,362.07942667084416,Traffic Jam
TXN_10,Logistics,Retailer D,2024-12-29 11:52:52.342727,RFID_109,37.447124818215705,-77.56214403163308,-2.667389039612194,23.96763025160848,Route_10,48.73118791349804,In Transit,Equipment Failure,9.995126813194293,67.87004340751125,Traffic Jam
TXN_11,Warehouse,Supplier A,2025-01-03 11:52:52.342727,RFID_110,36.10604720909801,-79.8319319990836,19.698639928481015,22.427089295824647,Route_11,24.894979719729008,In Transit,Equipment Failure,12.023181443988646,427.7336169241724,Weather
TXN_12,Warehouse,Supplier A,2024-09-14 11:52:52.342727,RFID_111,39.93834003998323,-79.68673398272323,7.94347280696552,47.43373940607363,Route_12,73.5943716094796,In Transit,Human Error,38.683480441605184,251.6768811595933,Strike
TXN_13,Warehouse,Carrier B,2024-07-14 11:52:52.342727,RFID_112,39.72029669843307,-75.46781273327795,8.804946978496353,68.80145844965864,Route_13,58.1812991255491,Delivered,Human Error,13.424345114229272,336.51181146107376,Weather
TXN_14,Warehouse,Warehouse C,2024-06-11 11:52:52.342727,RFID_113,35.19713405684253,-79.30377314441202,10.883132655356047,33.54047400695378,Route_14,67.1791012037489,Delivered,Human Error,9.193023458407112,149.55701891300765,Weather
TXN_15,Retailer,Supplier A,2025-01-06 11:52:52.342727,RFID_114,38.52787586257844,-77.33789658862392,22.958160207232456,64.90531368793762,Route_15,27.683827026059003,In Transit,Weather,24.20464611806551,354.6831706963016,Strike
TXN_16,Manufacturing,Carrier B,2024-10-17 11:52:52.342727,RFID_115,39.626241587078326,-77.94452198699646,10.032248455094614,38.187969655820964,Route_16,29.057127584717758,Delivered,Weather,41.55096174589113,397.50812415197447,Weather
TXN_17,Retailer,Carrier B,2024-06-11 11:52:52.342727,RFID_116,35.902876725636666,-78.26328336870579,27.971457276562617,82.02602761694615,Route_17,13.734759295891573,Delivered,Equipment Failure,11.584785784199994,262.94593409797943,Equipment Failure
TXN_18,Retailer,Warehouse C,2024-04-28 11:52:52.342727,RFID_117,37.83972615276315,-75.50083327156364,13.203732350824136,82.69829609866315,Route_18,38.98607816761567,In Transit,Equipment Failure,3.7697396540543373,327.97711582780744,Weather
TXN_19,Retailer,Retailer D,2025-01-03 11:52:52.342727,RFID_118,39.577441487940206,-79.89088301612256,-1.9241059860518623,40.81010429969285,Route_19,60.37701952003074,In Transit,Traffic,17.107427320783906,255.34666572007936,Equipment Failure
TXN_20,Warehouse,Supplier A,2024-08-26 11:52:52.342727,RFID_119,35.16972989292899,-76.68105156912205,30.269192911784828,36.09956277742684,Route_20,87.2141422597596,In Transit,Weather,35.88728757911893,452.3411161660305,Weather
TXN_21,Logistics,Warehouse C,2024-03-26 11:52:52.342727,RFID_120,38.4871013362342,-75.18302782893225,7.85912460667177,48.79127804463619,Route_21,70.02347027128127,In Transit,Equipment Failure,26.433146145350143,274.0411312314436,Traffic Jam
TXN_22,Manufacturing,Supplier A,2024-04-13 11:52:52.342727,RFID_121,36.48674503686276,-77.19915908269078,14.474509581966817,36.83721096261041,Route_22,49.18566910597763,Delivered,Human Error,39.206081739568674,428.8139190629685,Strike
TXN_23,Logistics,Carrier B,2024-04-26 11:52:52.342727,RFID_122,39.621980976882654,-75.31588768983454,25.844974744985567,67.06686903041926,Route_23,95.7808102954724,In Transit,Human Error,46.06042308524323,410.60842622161186,Traffic Jam
TXN_24,Retailer,Carrier B,2025-01-31 11:52:52.342727,RFID_123,39.85529122582684,-79.73871060356988,9.960527071692042,77.82452791837999,Route_24,74.73206805182487,Delivered,Weather,38.04779888407762,234.72716960676044,Weather
TXN_25,Retailer,Retailer D,2024-12-15 11:52:52.342727,RFID_124,39.72133244556717,-77.9060334046292,-2.453645473397797,67.11644916378519,Route_25,93.7148682576295,In Transit,Human Error,28.982547784500163,153.53802133586376,Weather
TXN_26,Logistics,Carrier B,2024-05-11 11:52:52.342727,RFID_125,37.37107108328732,-78.69921104518974,11.826447115576613,77.70453130745446,Route_26,57.48291759449491,Delivered,Traffic,23.68039622651426,232.73695965189694,Equipment Failure
TXN_27,Logistics,Carrier B,2024-08-29 11:52:52.342727,RFID_126,39.31021325494657,-76.34589517509635,37.50018622124365,47.78945135452319,Route_27,33.30138473138256,In Transit,Equipment Failure,1.9233161447168001,421.79781909884906,Weather
TXN_28,Logistics,Warehouse C,2024-03-06 11:52:52.342727,RFID_127,39.222746992675354,-75.09351454751376,23.87804787843512,30.942187949620262,Route_28,14.754401772824979,In Transit,Equipment Failure,47.24745498307398,152.43464111872657,Weather
TXN_29,Retailer,Supplier A,2024-10-03 11:52:52.342727,RFID_128,36.59550236621628,-78.71734968777876,25.21656169002431,71.65656631783145,Route_29,75.34763663354654,Delivered,Equipment Failure,18.40709388360204,285.99635563598724,Weather
TXN_30,Retailer,Supplier A,2024-06-09 11:52:52.342727,RFID_129,39.14457737075339,-76.72912699262963,23.452696913693792,45.23321535990877,Route_30,20.91726982049807,Delivered,Weather,7.306954268009607,412.7435365823364,Traffic Jam
TXN_31,Manufacturing,Warehouse C,2024-07-30 11:52:52.342727,RFID_130,35.18503817357746,-79.0095118362013,3.954646253174655,66.98895776603928,Route_31,37.249761544477046,Delivered,Human Error,32.002025059029926,209.06486380777045,Equipment Failure
TXN_32,Manufacturing,Retailer D,2024-09-24 11:52:52.342727,RFID_131,37.981349392410266,-77.17334872714196,13.825023884602604,38.9450759387236,Route_32,57.92238170955076,In Transit,Traffic,13.645837876582048,338.9943366512138,Traffic Jam
TXN_33,Retailer,Supplier A,2024-11-01 11:52:52.342727,RFID_132,36.150044186438514,-77.68033756655832,28.792290926349324,25.686074436467088,Route_33,60.79749290017729,Delivered,Weather,28.117357004690284,160.53420832196653,Equipment Failure
TXN_34,Logistics,Carrier B,2024-05-20 11:52:52.342727,RFID_133,35.602834428886396,-75.13997335184231,-0.43821961010783816,89.48072568414344,Route_34,64.05248772884224,Delivered,Equipment Failure,28.16485957654038,99.17575041567196,Traffic Jam
TXN_35,Logistics,Supplier A,2025-01-08 11:52:52.342727,RFID_134,35.384766008146045,-76.95736363651767,7.503374924037052,30.934105555141947,Route_35,24.962979731473055,Delivered,Traffic,21.39503140333772,407.4729012917854,Weather
TXN_36,Manufacturing,Carrier B,2024-04-06 11:52:52.342727,RFID_135,38.481443879390696,-78.2524681395659,7.434359880963413,89.18946957744367,Route_36,44.17636643394839,Delivered,Equipment Failure,40.13369354616205,94.53588053391806,Traffic Jam
TXN_37,Retailer,Retailer D,2025-01-12 11:52:52.342727,RFID_136,36.69937481884033,-79.42952107556033,14.44085174175277,88.40959527965131,Route_37,65.54748044052701,Delivered,Equipment Failure,12.718418954661265,172.12162778581308,Traffic Jam
TXN_38,Manufacturing,Warehouse C,2024-03-14 11:52:52.342727,RFID_137,38.62383385764381,-79.24376585632533,39.116593342398325,75.56726727356278,Route_38,97.28369781704063,Delivered,Weather,21.534364397651238,434.79923989884804,Equipment Failure
TXN_39,Manufacturing,Supplier A,2024-11-23 11:52:52.342727,RFID_138,35.32678170399471,-78.87341535024382,-1.9623853992280127,66.15960734573983,Route_39,75.48680239297198,Delivered,Equipment Failure,25.80922217236663,205.91117918540024,Equipment Failure
TXN_40,Warehouse,Warehouse C,2024-10-25 11:52:52.342727,RFID_139,36.57645168915305,-78.74516669329851,18.341544747126775,60.44649351757593,Route_40,93.0343381384562,Delivered,Traffic,31.85398659683038,487.8704072813725,Traffic Jam
TXN_41,Warehouse,Supplier A,2024-06-19 11:52:52.342727,RFID_140,37.69745646187668,-75.74691971079432,3.0714106905494702,80.62710817644843,Route_41,78.59908524827594,Delivered,Equipment Failure,37.63064882426829,490.8804506482369,Equipment Failure
TXN_42,Warehouse,Carrier B,2024-12-19 11:52:52.342727,RFID_141,38.95361582419482,-77.19388605858738,38.68044454343848,40.26076651336416,Route_42,63.25452720031604,In Transit,Human Error,18.95074957815629,170.72420920410053,Equipment Failure
TXN_43,Logistics,Warehouse C,2024-06-13 11:52:52.342727,RFID_142,36.59376251466035,-77.38304544312817,0.09865771273588919,52.73768487394139,Route_43,27.282103222271008,In Transit,Equipment Failure,31.010253316636607,68.4402000124507,Equipment Failure
TXN_44,Retailer,Supplier A,2024-07-09 11:52:52.342727,RFID_143,38.129456882185046,-79.42615564065392,13.162045106271606,63.35729785565513,Route_44,70.00170867032617,Delivered,Weather,7.229325747288918,367.2784778924206,Strike
TXN_45,Retailer,Carrier B,2024-02-28 11:52:52.342727,RFID_144,39.42988874118093,-75.69930153325282,28.204824317557275,48.78333331086438,Route_45,66.10416093639164,In Transit,Traffic,44.76710882603897,252.94392619175468,Equipment Failure
TXN_46,Retailer,Warehouse C,2024-04-29 11:52:52.342727,RFID_145,38.07931594091152,-76.38592848395758,26.704949261235036,49.924051786318756,Route_46,64.22222534115397,In Transit,Weather,18.38682270820817,95.33877978180934,Strike
TXN_47,Retailer,Warehouse C,2025-01-27 11:52:52.342727,RFID_146,36.16479737376817,-79.66165819049999,14.02278866022695,43.11992672514591,Route_47,54.080728118941664,Delivered,Human Error,35.01702825486905,368.3852685401193,Strike
TXN_48,Warehouse,Supplier A,2024-11-13 11:52:52.342727,RFID_147,35.12200390778269,-76.46082451385115,10.59358755787232,59.496227167917525,Route_48,57.579094359034805,Delivered,Equipment Failure,0.9763719303445271,64.02870910036455,Equipment Failure
TXN_49,Logistics,Supplier A,2024-12-27 11:52:52.342727,RFID_148,39.35049436950465,-77.28230891328677,12.892557034879175,79.54021696105812,Route_49,40.09982744062937,Delivered,Weather,9.848982859430736,441.58851072150895,Traffic Jam
TXN_50,Logistics,Supplier A,2024-05-19 11:52:52.342727,RFID_149,35.106347054251934,-79.59137327126611,6.892431842138768,34.1069864604419,Route_50,56.73814233780728,Delivered,Weather,23.379962127531744,112.39363810098668,Equipment Failure
TXN_51,Warehouse,Carrier B,2025-02-03 11:52:52.342727,RFID_150,39.373508363420996,-77.70849679235671,4.239982241805992,85.4103127127409,Route_51,27.780031511063044,Delivered,Weather,42.156118451152636,107.29034543602626,Weather
TXN_52,Logistics,Supplier A,2024-06-14 11:52:52.342727,RFID_151,37.64468567013606,-77.57651856434977,16.736786390150048,68.23613576237608,Route_52,82.46569576243391,Delivered,Weather,25.308247197632504,129.05253408586304,Traffic Jam
